ID,PID,WAVE_w1,SURVEY1_w1,S_GENDER_w1,S_AGE_w1,S_AREA1_w1,par_age_1_w1,par_age_2_w1,par_edu_1_w1,par_edu_2_w1,par_job_a1_w1,par_job_b1_w1,par_nat_1_w1,par_nat_2_w1,family_a01_w1,household_w1,income_01_w1,income_02_w1,income_03_w1,par_foreigner_01_w1,fa_korean_ab_a01_w1,fa_korean_ab_a02_w1,fa_korean_ab_a03_w1,fa_korean_ab_a04_w1,mo_korean_ab_b01_w1,mo_korean_ab_b02_w1,mo_korean_ab_b03_w1,mo_korean_ab_b04_w1,communication_a01_w1,communication_b01_w1,korean_ab_a01_w1,korean_ab_a02_w1,korean_ab_a03_w1,korean_ab_a04_w1,fore_language_a01_w1,fore_language_b01_w1,fore_language_b02_w1,fore_language_b03_w1,fa_language_ab_a01_w1,fa_language_ab_a02_w1,fa_language_ab_a03_w1,fa_language_ab_a04_w1,mo_language_ab_b01_w1,mo_language_ab_b02_w1,mo_language_ab_b03_w1,mo_language_ab_b04_w1,national_awar_01_w1,visit_par_country_01_w1,visit_par_country_02_w1,visit_par_country_03_w1,visit_ko_country_01_w1,inter_par_country_01_w1,s_accul_str_01_w1,s_accul_str_02_w1,s_accul_str_03_w1,s_accul_str_04_w1,s_accul_str_05_w1,s_accul_str_06_w1,s_accul_str_07_w1,s_accul_str_08_w1,s_accul_str_09_w1,s_accul_str_10_w1,s_national_iden_01_w1,s_national_iden_02_w1,s_national_iden_03_w1,s_national_iden_04_w1,biticul_acc_01_w1,biticul_acc_02_w1,biticul_acc_03_w1,biticul_acc_04_w1,biticul_acc_05_w1,biticul_acc_06_w1,biticul_acc_07_w1,biticul_acc_08_w1,biticul_acc_09_w1,biticul_acc_10_w1,health_01_w1,body_satis01_w1,body_satis02_w1,body_satis03_w1,body_satis04_w1,body_satis05_w1,body_satis06_w1,s_esteem_a01_w1,s_esteem_a02_w1,s_esteem_a03_w1,s_esteem_a04_w1,s_resil_01_w1,s_resil_02_w1,s_resil_03_w1,s_resil_04_w1,s_resil_05_w1,s_resil_06_w1,s_resil_07_w1,s_resil_08_w1,s_resil_09_w1,s_resil_10_w1,s_resil_11_w1,s_resil_12_w1,s_resil_13_w1,s_resil_14_w1,life_satis_01_w1,life_satis_02_w1,life_satis_03_w1,score_01_w1,score_02_w1,score_03_w1,score_04_w1,score_05_w1,satis_score_01_w1,achiev_01_w1,achiev_02_w1,achiev_03_w1,achiev_04_w1,achiev_05_w1,achiev_06_w1,achiev_07_w1,edu_plan_01_w1,consider_job_a01_w1,fa_support_01_w1,fa_support_02_w1,fa_support_03_w1,fa_support_04_w1,fa_support_05_w1,fa_support_06_w1,fa_support_07_w1,pr_father_01_w1,pr_mother_01_w1,diff_father_01_w1,diff_mother_01_w1,parenting_a01_w1,parenting_a02_w1,parenting_a03_w1,parenting_b01_w1,parenting_b02_w1,parenting_b03_w1,parenting_b04_w1,parenting_b05_w1,n_friends_01_w1,fr_sup_01_w1,fr_sup_02_w1,fr_sup_03_w1,fr_sup_04_w1,fr_sup_05_w1,fr_sup_06_w1,fr_sup_07_w1,fr_rela_a01_w1,fr_rela_a02_w1,fr_rela_a03_w1,fr_rela_a04_w1,fr_rela_a05_w1,bullying_01_w1,bullying_02_w1,bullying_03_w1,bullying_04_w1,bullying_05_w1,bullying_06_w1,diff_school_a01_w1,diff_school_a02_w1,diff_school_a03_w1,diff_study_01_w1,learning_a01_w1,learning_a02_w1,learning_a03_w1,learning_a04_w1,learning_a05_w1,te_sup_01_w1,te_sup_02_w1,te_sup_03_w1,te_sup_04_w1,te_sup_05_w1,te_sup_06_w1,te_rela_a01_w1,te_rela_a02_w1,te_rela_a03_w1,te_rela_a04_w1,te_rela_a05_w1,help_in_sc_01_w1,help_in_sc_02_1_w1,help_in_sc_02_2_w1,help_community_01_w1,help_community_02_1_w1,help_community_02_2_w1,community_01_w1,community_02_w1,community_03_w1,community_04_w1,community_05_w1,community_06_w1
0033,100126,1,1,2,9,2,36,48,2,2,2,1,5,1,1,4,150,1,3,2, , , , ,3,3,3,3,1,1,4,3,3,3,1,1, , , , , , ,1,1,1,1,1,1,2,2,1,3,3,1,1,1,1,1,1,1,1,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,1,3,4,2,4,3,3,3,3,3,3,1,3,4,3,3,3,3,3,4,4,4,4,3,4,3,3,2,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,5,5, ,10,3,3,3,1,1,1,1,1,25,5,5,5,5,5,5,5,4,3,4,1,4,2,2,1,1,1,1,11, , ,7,4,1,3,3,3,4,5,5,4,3,3,3,3,3,3,3,1,4, ,2, , ,3,3,3,3,3,4
0034,100130,1,1,1,10,2,37,37,3,2,11,3,2,1,1,5,180,1,2,2, , , , ,4,4,4,4,1,1,3,3,3,3,2, , , , , , , ,1,1,1,1,1,1,2,1,2,5,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,3,4,4,1,4,2,4,4,1,3,3,1,2,4,1,4,4,4,3,3,4,4,3,3,3,2,2,1,2,2,2,1,2,3,2,4,3,2,4,4,4,2,2,3,3,2,3,3,2,4,1,3,4,4,4,4,4,4,5,5, ,10,4,4,4,2,2,1,1,2,16,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,11, , ,7,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2, , ,2, , ,1,1,1,2,2,3
0035,100134,1,1,1,10,2,32,46,2,2,11,9,5,1,1,7,150,1,1,2, , , , ,3,3,2,2,1,1,3,3,3,3,2, , , , , , , ,2,2,2,2,1,1,2,1,2,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,3,2,4,4,4,3,4,3,3,4,1,3,2,3,4,4,2,4,4,3,4,4,3,4,3,3,2,1,4,3,3,2,3,3,3,4,2,3,3,1,3,2,4,3,3,3,3,2,3,3,3,3,1,4,4,3,3,3,4,4,1,4, ,6,4,3,3,1,1,1,1,1,18,5,4,5,5,4,4,5,4,3,3,1,3,1,1,1,1,1,1,11, , ,3,3,4,3,3,3,4,4,4,5,4,4,3,2,2,4,3,2, , ,1,7, ,2,3,1,2,3,2
0036,100141,1,1,1,10,2,41,49,1,1,11,8,3,1,1,4,160,1,2,2, , , , ,3,3,3,3,1,1,3,3,3,3,2, , , , , , , ,2,2,2,2,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,2,2,3,3,1,3,1,2,3,2,3,3,1,3,3,1,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,2,2,3,3,2,2,3,2,4,1,3,3,3,3,3,3,3,4,4, ,5,3,3,3,2,2,2,2,2,10,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,11, , ,7,3,3,2,3,2,4,4,4,4,4,4,3,3,3,3,3,2, , ,2, , ,2,3,2,3,3,3
0037,100146,1,1,2,10,2,36,52,1,2,11,5,3,1,1,4,150,1,2,2, , , , ,4,4,4,4,1,1,4,4,4,4,1,1, , , , , , ,2,2,2,2,1,1,2,1,1,5,3,1,1,1,1,1,1,1,1,4,2,2,2,2,4,3,4,2,2,3,2,3,3,3,1,4,4,4,3,3,1,4,4,4,4,2,1,4,2,4,4,4,4,3,4,2,4,1,1,3,1,3,4,3,5,5,5,1,2,3,3,2,2,3,2,2,1,4,4,4,3,2,4,2,3,5, ,1,2,3,3,2,1,3,2,2,50,5,5,5,5,5,5,5,4,1,2,1,2,1,1,1,1,1,1,11, , ,7,1,4,4,3,3,2,3,3,3,4,4,3,1,3,2,1,2, , ,2, , ,4,4,1,4,3,3
0038,100149,1,1,2,10,2,36,43,4,2,2,7,5,1,1,4,300,1,2,2, , , , ,2,2,2,3,2,2,4,4,4,4,1,1, , , , , , ,3,3,2,3,1,1,2,5,1,3,3,1,1,1,1,2,2,1,1,3,3,2,2,3,3,2,3,3,3,2,3,3,2,2,1,3,3,2,3,3,1,3,4,2,3,3,3,3,3,3,2,2,2,2,2,2,2,4,3,3,3,3,4,5,4,3,3,2,2,3,3,2,2,3,3,4,1,3,3,3,3,3,4,3,4,4, ,10,3,3,3,1,1,2,1,1,3,3,3,2,3,3,5,3,3,3,3,2,3,1,1,1,1,1,1,11, , ,7,3,3,3,2,2,4,4,4,4,4,4,3,3,3,3,3,2, , ,2, , ,3,3,2,3,3,3
0039,100154,1,1,2,10,2,38,38,2,2,11,2,6,1,1,6,200,1,2,2, , , , ,3,3,3,3,2,2,4,4,3,4,1,1,5, , , , , ,4,4,4,4,3,1,1,3,1,4,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,3,4,3,3,3,3,3,3,3,1,1,2,1,3,3,1,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,2,3,2,3,2,3,3,3,3,2,3,2,3,5,3,3,3,3,3,3,3,5,5, ,10,4,3,3,1,2,1,2,2,8,5,5,5,5,5,5,5,4,3,4,1,2,1,1,1,1,1,1,11, , ,5,3,3,3,4,3,5,5,5,4,5,4,4,3,3,4,4,2, , ,1,7, ,3,3,3,3,3,4
0040,100159,1,1,1,10,2,41,47,3,2,11,12,5,1,1,5,160,1,3,2, , , , ,3,2,3,3,2,2,4,4,4,4,1,1, , , , , , ,2,2,2,2,1,1,2,5,1,4,3,1,1,1,2,2,3,1,1,3,3,3,3,2,3,2,3,4,3,2,4,2,3,3,2,2,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,5,3,4,4,4,2,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,4, ,10,3,3,3,1,2,2,2,2,30,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,1,1,1,11, , ,7,3,3,3,3,2,4,4,4,4,4,4,4,3,3,3,3,2, , ,1,3, ,2,3,2,3,3,3
0041,100163,1,1,2,9,2,38, ,4, ,7, ,3, ,2,3,120,2,2,2, , , , ,3,3,3,3,1,1,4,4,4,4,1,1,2, , , , , ,2,2,2,2,1,2, , ,2,4,2,1,1,1,1,1,1,1,1,4,3,3,3,2,3,2,2,4,3,2,4,2,3,4,1,3,2,1,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,5, ,10,4,4,3,2,1,2,2,2,20,4,4,4,4,4,4,4,3,3,4,2,3,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,4,4,4,4,4,4,3,3,3,3,3,2, , ,1,7, ,3,3,2,3,3,3
0042,100167,1,1,1,10,2,39,41,3,4,11,12,8,1,1,5,200,1,3,2, , , , ,3,3,3,3,1,1,4,4,4,4,1,1, , , , , , ,3,2,2,3,3,1,2,4,2,5,3,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,2,2,3,1,3,4,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,4,5,1,3,3,3,2,3,3,3,4,6,4,4,4,4,4,4,4,5,5, ,10,4,4,4,1,1,1,1,1,3,4,4,3,4,4,3,3,3,3,4,1,3,1,1,1,1,1,1,11, , ,7,3,3,3,3,1,5,5,5,5,5,5,4,3,4,3,4,2, , ,2, , ,3,3,1,4,4,4
0043,100173,1,1,2,10,2,43,42,2,2,11,8,6,1,1,5,150,1,2,2, , , , ,3,3,3,3,1,1,3,3,3,4,1,5, , , , , , ,2,2,2,3,3,1,2,5,2,3,2,1,2,2,1,1,2,1,1,3,3,2,2,1,4,3,3,1,3,3,3,3,4,3,1,2,2,2,3,2,2,3,2,2,3,2,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,4,1,2,2,3,2,2,3,2,2,3,4,1,3,3,3,2,3,3,3,3,3, ,3,3,3,3,2,2,3,2,2,0,2,3,3,3,3,2,4,2,3,3,2,2,2,1,2,1,1,1,3, , ,2,2,2,2,3,2,3,4,3,3,4,3,3,3,2,3,2,1,4, ,2, , ,2,3,2,3,3,3
0044,100179,1,1,2,10,2,48,52,2,2,11,8,6,1,1,5,500,1,3,2, , , , ,3,3,3,3,2,1,4,4,4,4,1,1,2,5, , , , ,3,3,3,3,3,1,1,3,1,4,3,2,2,2,1,1,1,1,1,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,3,2,3,3,1,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,3,3,3,2,2,3,3,4,5,3,3,3,3,3,3,3,4,4, ,10,3,3,3,3,2,2,2,2,25,4,4,4,4,4,4,4,3,3,3,2,3,1,1,1,1,1,1,11, , ,7,3,3,2,3,2,4,4,5,5,5,5,3,3,3,3,3,1,1, ,1,4, ,3,3,2,2,2,2
0045,100181,1,1,2,10,2,35, ,2, ,11, ,3, ,2,2,73,4,1,2, , , , ,4,4,4,4,1,1,3,3,3,3,1,1, , , , , , ,1,1,1,1,1,1,2,1,1,4,3,1,1,1,1,1,1,1,1,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,2,2,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,5,2,3,2,2,2,4,4,3,4, ,10,3,3,2,2,2,2,2,2,3,4,4,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2, , ,2, , ,1,2,2,3,2,3
0046,100185,1,1,2,10,2,46,46,3,2,12,9,6,1,1,5,200,2,3,2, , , , ,4,4,4,4,2,1,4,3,4,4,1,1, , , , , , ,2,2,2,2,3,1,2,4,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,3,3,2,4,3,3,2,3,1,3,3,1,2,2,2,3,4,2,4,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,4,2,3,3,3,2,3,3,2,2,3,3,4,4,2,2,3,2,2,2,2,2,4, ,10,3,3,3,3,2,2,2,2,7,3,3,3,4,3,4,4,3,3,3,2,2,1,1,1,1,1,1,11, , ,7,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2, , ,1,7, ,2,3,2,2,2,2
0047,100189,1,1,2,11,2,33,44,2,2,11,9,3,1,1,4,200,1,2,2, , , , ,4,4,4,4,1,1,4,3,3,4,2, , , , , , , ,2,2,2,2,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,3,1,1,1,2,2,2,3,2,2,2,3,3,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,2,3,2,3,2,4,2,2,2,3,3,2,2,2,2,2,2,1,1,4,3,3,4,4,4,4,5,5, ,10,3,3,3,1,2,2,2,1,5,3,2,3,3,2,2,3,2,3,3,2,2,3,1,2,1,1,1,1, , ,3,2,2,2,2,3,2,3,2,3,3,3,3,2,3,3,3,2, , ,1,7, ,2,3,2,3,3,3
0048,100193,1,1,1,10,2,46,45,2,4,11,5,1,8,1,3,250,1,3,1,3,3,2,4, , , , ,1,1,4,3,3,3,2, , , ,2,1,1,1, , , , ,3,2, , ,1,3,1,1,1,1,3,2,1,1,1,3,3,3,4,3,3,3,3,3,3,3,3,1,2,3,2,3,3,2,3,4,1,3,3,2,3,2,3,3,3,2,2,3,3,2,3,3,2,2,3,3,3,3,4,4,4,4,3,2,3,2,3,2,2,3,4,4,5,3,3,3,3,3,3,3,5,5,10, ,4,3,3,2,3,1,2,1,4,5,5,4,4,4,4,4,3,3,3,2,2,2,2,1,1,1,2,11, , ,5,3,3,2,3,2,4,4,4,3,5,3,4,4,4,4,4,1,1, ,2, , ,3,2,1,3,3,3
0049,100196,1,1,2,11,2,35,47,2,2,4,12,3,1,1,4,180,1,2,2, , , , ,4,3,3,4,3,1,4,4,4,4,1,1,2, , , , , ,2,2,3,2,3,1,1,1,1,4,2,1,1,1,1,1,1,1,1,3,3,4,3,3,4,3,4,4,3,2,4,1,3,4,1,3,2,2,3,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,5,5,5,5,5,1,3,4,3,3,3,4,3,4,2,4,4,4,4,4,4,4,5,5, ,10,3,3,2,2,1,2,1,1,30,5,5,5,5,5,5,5,4,4,4,4,4,2,2,2,1,1,1,11, , ,7,4,4,3,3,2,5,5,5,5,5,5,4,3,4,4,4,2, , ,2, , ,4,3,1,3,3,4
0050,100201,1,1,1,10,2,40,44,1,2,11,8,3,1,1,5,220,1,2,2, , , , ,4,4,4,4,2,1,3,3,4,4,1,2, , , , , , ,4,4,4,4,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,4,3,2,4,3,4,3,4,4,2,3,4,2,4,4,1,2,4,1,4,4,1,4,4,4,4,4,4,3,2,1,4,3,4,3,2,4,4,1,4,2,4,2,5,5,2,4,3,3,2,4,3,1,4,4,4,4,1,4,4,3,4,4,4,4,4,5, ,1,4,2,1,4,2,2,4,3,35,4,5,4,5,4,4,5,4,1,4,2,1,1,1,1,1,1,1,11, , ,7,2,4,3,4,4,1,3,4,2,3,4,2,2,2,3,1,1,5, ,2, , ,4,3,2,3,2,1
0051,100205,1,1,1,10,2,39,40,3,2,11,1,6,1,1,5,200,1,3,2, , , , ,4,3,4,3,1,1,3,4,4,4,1,1, , , , , , ,2,1,1,1,1,1,1,3,1,4,3,1,1,1,1,1,1,1,1,4,4,2,4,4,4,3,3,4,4,1,4,1,2,4,2,3,3,2,3,4,1,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,4,3,4,5,5,5,5,5,1,2,4,4,2,4,4,4,4,4,3,4,3,2,4,3,3,3,3, ,1,4,4,4,2,1,2,2,1,15,5,5,5,5,4,4,4,4,4,4,2,3,4,2,2,1,3,1,11, , ,7,4,3,3,2,2,5,5,5,5,5,5,4,4,4,4,4,2, , ,2, , ,3,2,1,3,3,4
0052,100210,1,1,1,10,2,36,45,3,1,2,9,5,1,1,4,300,1,3,2, , , , ,2,2,3,3,1,1,3,3,4,4,1,4,5, , , , , ,3,3,3,3,1,1,2,3,2,1,4,3,1,1,1,3,2,2,2,4,3,3,3,3,1,1,2,3,4,1,3,2,1,4,3,2,4,3,4,3,2,1,1,1,3,2,3,2,2,4,1,2,1,2,1,2,3,2,1,3,2,1,4,2,5,3,3,3,2,4,2,3,3,2,3,3,4,1,1,1,1,1,2,1,3,2, ,8,1,1,1,1,1,1,1,1,25,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,1,2,2,7,8, ,5,2,2,2,3,3,2,5,3,4,4,4,2,2,2,4,2,2, , ,2, , ,1,1,1,2,1,4
0053,100213,1,1,2,10,2,34, ,3, ,2, ,5, ,2,3,140,2,3,2, , , , ,3,2,2,4,3,1,4,3,2,3,1,4, , , , , , ,4,3,4,4,1,1,1,3,2,4,1,2,3,1,1,1,1,1,1,4,2,2,2,2,4,3,4,1,1,4,1,4,4,1,2,1,1,4,2,1,3,1,1,1,1,1,2,2,1,2,2,2,3,2,1,3,2,1,3,1,2,1,4,3,1,2,4,3,1,3,2,1,2,3,1,4,1,2,2,1,2,1,2,1,2,4, ,2,1,2,1,2,3,2,1,3,5,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4, , ,7,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,3, ,2, , ,1,2,1,2,3,1
0054,100217,1,1,2,10,2,42,46,3,1,9,9,6,1,1,6,130,2,1,2, , , , ,3,3,3,3,2,2,3,3,3,3,1,1,5, , , , , ,2,2,2,2,3,1,1,6,1,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,2,3,3,3,2,2,3,3,4,5,3,3,3,3,3,3,3,3,3, ,10,3,3,3,2,2,2,2,2,14,5,5,5,5,5,5,5,3,3,3,2,3,1,1,1,1,1,1,11, , ,2,3,3,3,3,2,5,5,5,5,5,5,3,3,3,3,3,1,1, ,2, , ,3,3,2,3,3,3
0055,100223,1,1,1,10,2,36,45,3,2,11,8,6,1,1,4,180,1,2,2, , , , ,3,4,2,3,1,1,2,2,2,3,1,5, , , , , , ,3,1,1,3,3,1,1,5,1,5,4,1,3,4,1,1,2,1,2,1,1,4,1,1,4,4,4,2,1,4,3,4,4,3,1,2,2,2,2,2,1,2,3,1,3,3,3,3,1,4,3,2,4,2,2,2,2,3,2,3,2,4,1,1,1,1,3,4,2,3,4,3,3,3,3,3,7,3,3,3,4,3,3,3,4,5, ,10,3,2,1,2,2,4,3,3,4,2,2,2,2,2,2,2,2,1,1,3,1,4,3,1,2,2,4,1,2,9,3,1,1,1,2,4,2,2,1,2,4,2,3,2,1,2,1,2, , ,2, , ,1,3,2,1,2,1
0056,100227,1,1,2,10,2,39,33,2,2,7,5,4,1,1,5,400,1,2,2, , , , ,3,2,3,3,2,1,4,4,4,4,1,3, , , , , , ,2,2,3,3,1,1,2,3,1,4,1,1,1,1,1,1,1,1,1,4,3,2,3,4,3,3,3,3,3,4,4,3,3,3,2,3,3,1,3,3,1,3,4,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,3,4,3,4,3,3,3,2,3,3,3,3,3,3,3,4,1,3,3,3,3,3,4,4,4,4, ,8,4,4,3,2,3,2,2,1,6,4,3,4,4,3,3,4,3,3,4,2,3,2,2,1,1,1,2,6,8, ,5,3,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,1,1, ,2, , ,3,3,3,2,3,2
0057,100235,1,1,2,9,2,44,50,2,5,11,2,1,6,1,6,300,1,2,1,2,2,2,4, , , , ,5,3,4,3,4,4,1,5, , ,4,3,3,4, , , , ,1,1,1,10,1,4,1,1,1,1,1,1,1,1,1,4,3,1,3,1,3,2,2,3,4,1,4,1,2,3,1,2,2,1,2,2,1,3,3,2,2,3,2,2,3,2,2,1,2,2,2,2,2,3,3,4,3,4,5,2,3,3,4,2,2,2,3,3,4,4,2,4,1,3,3,2,2,3,3,3,4,3,10, ,3,3,3,2,1,1,2,1,4,4,4,3,3,4,4,3,3,3,3,2,3,1,1,1,1,1,1,11, , ,7,3,4,3,4,2,5,3,5,4,5,5,3,3,3,4,4,1,2, ,2, , ,2,3,2,4,4,4
0058,100238,1,1,2,10,2,37,38,3,4,11,1,6,1,1,6,800,1,3,2, , , , ,3,3,3,3,1,1,2,2,3,3,1,5, , , , , , ,3,3,3,3,1,1,1,3,2,4,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3,4,4, ,10,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,11, , ,7,3,2,3,2,2,3,4,4,3,4,3,3,3,3,3,3,2, , ,2, , ,2,3,2,3,3,3
0059,100244,1,1,2,10,2,36,40,3,4,11,12,6,1,1,4,700,1,4,2, , , , ,4,4,3,4,1,5,4,4,4,4,1,5, , , , , , ,3,3,3,3,4,1,1,20,1,5,2,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,3,3,2,3,1,2,2,1,4,4,1,4,4,4,4,4,3,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,1,3,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,5,5, ,10,4,4,3,1,1,1,1,1,35,5,5,5,5,5,5,5,4,4,4,1,4,1,1,1,1,1,1,11, , ,7,4,3,4,4,1,5,5,5,5,5,5,4,4,4,4,4,1,1, ,1,1, ,4,4,1,4,4,4
0060,100249,1,1,1,9,2,24,37,2,2,11,4,4,1,1,5,300,1,3,2, , , , ,3,3,4,4,1,1,3,3,3,3,1,1,3, , , , , ,3,3,3,3,1,2, , ,3,2,2,1,2,2,2,2,2,1,1,4,4,3,2,3,4,4,4,4,4,1,4,1,3,4,2,2,3,3,2,3,2,3,3,3,4,2,4,4,4,4,3,2,2,1,2,1,1,4,4,4,4,4,3,2,5,3,3,1,3,2,2,2,2,2,2,4,1,4,4,3,3,3,3,1,5,5, ,10,1,1,1,1,3,3,1,1,10,3,3,5,5,1,3,3,3,3,3,3,2,1,1,1,1,1,1,11, , ,7,3,2,3,3,2,3,3,3,1,2,1,3,3,3,3,3,2, , ,2, , ,4,2,2,4,4,4
0061,100254,1,1,1,10,2,37,47,2,1,8,8,2,1,1,4,350,1,2,2, , , , ,3,4,3,3,2,1,3,3,3,4,1,2, , , , , , ,3,3,3,4,1,2, , ,1,4,1,1,3,3,3,2,2,1,1,3,3,3,3,4,3,3,4,4,4,3,4,3,3,3,2,2,3,2,2,3,2,4,4,3,4,4,4,4,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,4,4,4,2,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3,3,4,5, ,4,4,3,3,4,1,1,1,1,20,4,4,5,5,4,5,4,3,4,4,1,3,1,1,1,2,1,1,11, , ,7,3,3,3,3,1,5,5,4,4,5,5,4,4,4,4,4,1,1, ,2, , ,4,4,1,3,3,3
0062,100257,1,1,2,10,2,42,46,3,2,11,8,6,1,1,6,200,1,1,2, , , , ,3,3,3,3,3,1,4,4,4,4,1,5, , , , , , ,3,2,2,3,1,2, , ,2,3,1,1,1,1,1,1,1,1,1,2,2,1,3,3,4,1,2,2,3,2,2,2,2,2,2,3,3,1,3,3,1,3,3,2,2,1,3,3,3,3,4,2,1,1,1,1,2,3,3,3,3,3,5,2,3,4,5,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,2,3,3, ,10,4,4,4,4,4,2,2,2,80,5,4,4,4,4,4,4,3,3,3,1,3,1,1,1,1,1,1,11, , ,7,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2, , ,1,1, ,3,3,2,2,2,2
0063,100264,1,1,2,11,2,35,49,2,2,11,9,2,1,1,4,200,1,2,2, , , , ,3,3,3,3,3,1,4,2,3,4,1,1,2, , , , , ,3,3,4,4,3,1,1,1,2,5,1,1,1,2,1,1,1,1,1,3,4,3,4,4,4,4,4,4,3,3,2,3,4,4,1,2,1,1,2,4,1,4,4,3,4,3,3,4,4,3,4,1,4,1,4,4,3,4,2,4,4,4,3,3,4,3,4,1,3,3,4,3,4,4,4,4,1,4,4,3,4,4,4,4,3,5, ,10,4,4,4,4,1,1,2,1,30,5,5,5,5,5,5,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,3,3,4,4,2,5,5,5,5,5,5,4,4,4,4,4,1,1, ,2, , ,3,4,1,2,4,4
0064,100267,1,1,2,10,2,48,57,2,1,4,11,6,1,1,3,180,2,2,2, , , , ,3,3,3,3,1,1,4,4,4,4,2, , , , , , , ,3,2,3,3,1,1,1,20,2,4,2,1,1,1,1,1,1,1,1,4,3,1,3,3,4,1,3,4,4,1,4,1,2,4,1,3,2,2,2,3,1,3,3,3,3,4,4,4,4,2,3,3,3,3,3,3,3,3,3,4,4,4,5,3,5,5,5,1,4,4,4,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3, ,10,3,3,3,2,2,2,1,1,10,5,4,4,4,4,4,4,4,3,3,1,3,1,1,1,1,1,1,11, , ,7,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1, ,1,7, ,3,3,2,4,3,4
